origin,destination,date_from,date_to,flight_price,hotel_name,stars,address,amenities,hotel_price,total_price
"San Diego,NYC,2024-03-01,2024-03-07,108,""The Langham, New York, Fifth Avenue"",5,""400 5th Ave, New York, NY 10018"",""Parking, Free WiFi, Pool, Pet friendly, Free Breakfast"",714,822"
"San Diego,NYC,2024-03-01,2024-03-04,108,The Plaza Hotel,5,""768 5th Ave, New York, NY 10019"",""Fitness, Gym, Pool, Pet friendly, Free WiFi"",1176,1284"
"San Francisco,NYC,2024-03-01,2024-03-02,106,The Plaza Hotel,4,""768 5th Ave, New York, NY 10019"",""Free WiFi, Fitness, Pet friendly"",397,503"
"San Francisco,NYC,2024-03-01,2024-03-08,106,""The Ritz-Carlton New York, Central Park"",4,""50 Central Park S, New York, NY 10019"",""Free Breakfast, Parking"",412,518"
"San Francisco,NYC,2024-03-01,2024-03-04,106,""The Langham, New York, Fifth Avenue"",5,""400 5th Ave, New York, NY 10018"",""Parking, Free WiFi, Pool, Pet friendly, Free Breakfast"",714,820"
"San Francisco,NYC,2024-03-01,2024-03-02,106,The Plaza Hotel,5,""768 5th Ave, New York, NY 10019"",""Fitness, Gym, Pool, Pet friendly, Free WiFi"",1176,1282"
"Seattle,NYC,2024-03-01,2024-03-07,277,The Plaza Hotel,4,""768 5th Ave, New York, NY 10019"",""Free WiFi, Fitness, Pet friendly"",397,674"
"Seattle,NYC,2024-03-01,2024-03-03,277,""The Ritz-Carlton New York, Central Park"",4,""50 Central Park S, New York, NY 10019"",""Free Breakfast, Parking"",412,689"
"Seattle,NYC,2024-03-01,2024-03-06,277,""The Langham, New York, Fifth Avenue"",5,""400 5th Ave, New York, NY 10018"",""Parking, Free WiFi, Pool, Pet friendly, Free Breakfast"",714,991"
"Seattle,NYC,2024-03-01,2024-03-06,277,The Plaza Hotel,5,""768 5th Ave, New York, NY 10019"",""Fitness, Gym, Pool, Pet friendly, Free WiFi"",1176,1453"
"Los Angeles,Chicago,2024-03-01,2024-03-03,100,Park Hyatt Chicago,4,""800 N Michigan Ave, Chicago, IL 60611"",""Parking, Pool, Free Breakfast"",190,290"
"Los Angeles,Chicago,2024-03-01,2024-03-06,100,The Peninsula Chicago,4,""108 E Superior St, Chicago, IL 60611"",""Parking, Free WiFi"",160,260"
"Los Angeles,Chicago,2024-03-01,2024-03-08,100,Four Seasons Hotel Chicago,5,""120 E Delaware Pl, Chicago, IL 60611"",""Gym, Free WiFi, Parking, Kitchen/Kitchenette, Airport Shuttle"",1389,1489"
"Los Angeles,Chicago,2024-03-01,2024-03-05,100,Trump International Hotel & Tower Chicago,5,""401 N Wabash Ave, Chicago, IL 60611"",""Free Breakfast, Airport Shuttle, Pet friendly"",430,530"
"NYC,Chicago,2024-03-01,2024-03-03,130,Park Hyatt Chicago,4,""800 N Michigan Ave, Chicago, IL 60611"",""Parking, Pool, Free Breakfast"",190,320"
"NYC,Chicago,2024-03-01,2024-03-06,130,The Peninsula Chicago,4,""108 E Superior St, Chicago, IL 60611"",""Parking, Free WiFi"",160,290"
"NYC,Chicago,2024-03-01,2024-03-03,130,Four Seasons Hotel Chicago,5,""120 E Delaware Pl, Chicago, IL 60611"",""Gym, Free WiFi, Parking, Kitchen/Kitchenette, Airport Shuttle"",1389,1519"
"NYC,Chicago,2024-03-01,2024-03-08,130,Trump International Hotel & Tower Chicago,5,""401 N Wabash Ave, Chicago, IL 60611"",""Free Breakfast, Airport Shuttle, Pet friendly"",430,560"
"San Diego,Chicago,2024-03-01,2024-03-03,220,Park Hyatt Chicago,4,""800 N Michigan Ave, Chicago, IL 60611"",""Parking, Pool, Free Breakfast"",190,410"
"San Diego,Chicago,2024-03-01,2024-03-04,220,The Peninsula Chicago,4,""108 E Superior St, Chicago, IL 60611"",""Parking, Free WiFi"",160,380"
"San Diego,Chicago,2024-03-01,2024-03-02,220,Four Seasons Hotel Chicago,5,""120 E Delaware Pl, Chicago, IL 60611"",""Gym, Free WiFi, Parking, Kitchen/Kitchenette, Airport Shuttle"",1389,1609"
"San Diego,Chicago,2024-03-01,2024-03-07,220,Trump International Hotel & Tower Chicago,5,""401 N Wabash Ave, Chicago, IL 60611"",""Free Breakfast, Airport Shuttle, Pet friendly"",430,650"
"San Francisco,Chicago,2024-03-01,2024-03-03,167,Park Hyatt Chicago,4,""800 N Michigan Ave, Chicago, IL 60611"",""Parking, Pool, Free Breakfast"",190,357"
"San Francisco,Chicago,2024-03-01,2024-03-06,167,The Peninsula Chicago,4,""108 E Superior St, Chicago, IL 60611"",""Parking, Free WiFi"",160,327"
"San Francisco,Chicago,2024-03-01,2024-03-08,167,Four Seasons Hotel Chicago,5,""120 E Delaware Pl, Chicago, IL 60611"",""Gym, Free WiFi, Parking, Kitchen/Kitchenette, Airport Shuttle"",1389,1556"
"San Francisco,Chicago,2024-03-01,2024-03-05,167,Trump International Hotel & Tower Chicago,5,""401 N Wabash Ave, Chicago, IL 60611"",""Free Breakfast, Airport Shuttle, Pet friendly"",430,597"
"Seattle,Chicago,2024-03-01,2024-03-07,172,Park Hyatt Chicago,4,""800 N Michigan Ave, Chicago, IL 60611"",""Parking, Pool, Free Breakfast"",190,362"
"Seattle,Chicago,2024-03-01,2024-03-08,172,The Peninsula Chicago,4,""108 E Superior St, Chicago, IL 60611"",""Parking, Free WiFi"",160,332"
"Seattle,Chicago,2024-03-01,2024-03-06,172,Four Seasons Hotel Chicago,5,""120 E Delaware Pl, Chicago, IL 60611"",""Gym, Free WiFi, Parking, Kitchen/Kitchenette, Airport Shuttle"",1389,1561"
"Seattle,Chicago,2024-03-01,2024-03-06,172,Trump International Hotel & Tower Chicago,5,""401 N Wabash Ave, Chicago, IL 60611"",""Free Breakfast, Airport Shuttle, Pet friendly"",430,602"
"Chicago,Seattle,2024-03-02,2024-03-08,97,Fairmont Olympic Hotel,4,""411 University St, Seattle, WA 98101"",""Airport Shuttle, Free WiFi"",192,289"
"Chicago,Seattle,2024-03-02,2024-03-05,97,The Westin Seattle,4,""1900 5th Ave, Seattle, WA 98101"",""Parking, Free WiFi, Gym"",256,353"
"Chicago,Seattle,2024-03-02,2024-03-08,97,Thompson Seattle,5,""110 Stewart St, Seattle, WA 98101"",""Fitness, Kitchen/Kitchenette, Free Breakfast, Parking"",1439,1536"
"Chicago,Seattle,2024-03-02,2024-03-08,97,Thompson Seattle,5,""110 Stewart St, Seattle, WA 98101"",""Parking, Pool, Kitchen/Kitchenette, Pet friendly"",619,716"
"Los Angeles,Seattle,2024-03-02,2024-03-03,99,Fairmont Olympic Hotel,4,""411 University St, Seattle, WA 98101"",""Airport Shuttle, Free WiFi"",192,291"
"Los Angeles,Seattle,2024-03-02,2024-03-07,99,The Westin Seattle,4,""1900 5th Ave, Seattle, WA 98101"",""Parking, Free WiFi, Gym"",256,355"
"Los Angeles,Seattle,2024-03-02,2024-03-08,99,Thompson Seattle,5,""110 Stewart St, Seattle, WA 98101"",""Fitness, Kitchen/Kitchenette, Free Breakfast, Parking"",1439,1538"
"Los Angeles,Seattle,2024-03-02,2024-03-04,99,Thompson Seattle,5,""110 Stewart St, Seattle, WA 98101"",""Parking, Pool, Kitchen/Kitchenette, Pet friendly"",619,718"
"NYC,Seattle,2024-03-02,2024-03-09,165,Fairmont Olympic Hotel,4,""411 University St, Seattle, WA 98101"",""Airport Shuttle, Free WiFi"",192,357"
"NYC,Seattle,2024-03-02,2024-03-09,165,The Westin Seattle,4,""1900 5th Ave, Seattle, WA 98101"",""Parking, Free WiFi, Gym"",256,421"
"NYC,Seattle,2024-03-02,2024-03-04,165,Thompson Seattle,5,""110 Stewart St, Seattle, WA 98101"",""Fitness, Kitchen/Kitchenette, Free Breakfast, Parking"",1439,1604"
"NYC,Seattle,2024-03-02,2024-03-05,165,Thompson Seattle,5,""110 Stewart St, Seattle, WA 98101"",""Parking, Pool, Kitchen/Kitchenette, Pet friendly"",619,784"
"San Diego,Seattle,2024-03-02,2024-03-06,67,Fairmont Olympic Hotel,4,""411 University St, Seattle, WA 98101"",""Airport Shuttle, Free WiFi"",192,259"
"San Diego,Seattle,2024-03-02,2024-03-03,67,The Westin Seattle,4,""1900 5th Ave, Seattle, WA 98101"",""Parking, Free WiFi, Gym"",256,323"
"San Diego,Seattle,2024-03-02,2024-03-05,67,Thompson Seattle,5,""110 Stewart St, Seattle, WA 98101"",""Fitness, Kitchen/Kitchenette, Free Breakfast, Parking"",1439,1506"
"San Diego,Seattle,2024-03-02,2024-03-08,67,Thompson Seattle,5,""110 Stewart St, Seattle, WA 98101"",""Parking, Pool, Kitchen/Kitchenette, Pet friendly"",619,686"
"San Francisco,Seattle,2024-03-02,2024-03-09,184,Fairmont Olympic Hotel,4,""411 University St, Seattle, WA 98101"",""Airport Shuttle, Free WiFi"",192,376"
"San Francisco,Seattle,2024-03-02,2024-03-05,184,The Westin Seattle,4,""1900 5th Ave, Seattle, WA 98101"",""Parking, Free WiFi, Gym"",256,440"
"San Francisco,Seattle,2024-03-02,2024-03-08,184,Thompson Seattle,5,""110 Stewart St, Seattle, WA 98101"",""Fitness, Kitchen/Kitchenette, Free Breakfast, Parking"",1439,1623"
"San Francisco,Seattle,2024-03-02,2024-03-04,184,Thompson Seattle,5,""110 Stewart St, Seattle, WA 98101"",""Parking, Pool, Kitchen/Kitchenette, Pet friendly"",619,803"
"Chicago,Los Angeles,2024-03-02,2024-03-04,173,""The Westin Bonaventure Hotel & Suites, Los Angeles"",4,""404 S Figueroa St, Los Angeles, CA 90071"",""Gym, Airport Shuttle"",219,392"
"Chicago,Los Angeles,2024-03-02,2024-03-03,173,The LINE Hotel,4,""3515 Wilshire Blvd, Los Angeles, CA 90010"",""Free WiFi, Free Breakfast, Hot tub"",275,448"
"Chicago,Los Angeles,2024-03-02,2024-03-06,173,""The Ritz-Carlton, Los Angeles"",5,""900 W Olympic Blvd, Los Angeles, CA 90015"",""Parking, Fitness, Kitchen/Kitchenette, Hot tub, Free Breakfast"",2002,2175"
"Chicago,Los Angeles,2024-03-02,2024-03-09,173,""The Westin Bonaventure Hotel & Suites, Los Angeles"",5,""404 S Figueroa St, Los Angeles, CA 90071"",""Pool, Free WiFi, Pet friendly, Gym"",787,960"
"NYC,Los Angeles,2024-03-02,2024-03-07,195,""The Westin Bonaventure Hotel & Suites, Los Angeles"",4,""404 S Figueroa St, Los Angeles, CA 90071"",""Gym, Airport Shuttle"",219,414"
"NYC,Los Angeles,2024-03-02,2024-03-06,195,The LINE Hotel,4,""3515 Wilshire Blvd, Los Angeles, CA 90010"",""Free WiFi, Free Breakfast, Hot tub"",275,470"
"NYC,Los Angeles,2024-03-02,2024-03-06,195,""The Ritz-Carlton, Los Angeles"",5,""900 W Olympic Blvd, Los Angeles, CA 90015"",""Parking, Fitness, Kitchen/Kitchenette, Hot tub, Free Breakfast"",2002,2197"
"NYC,Los Angeles,2024-03-02,2024-03-06,195,""The Westin Bonaventure Hotel & Suites, Los Angeles"",5,""404 S Figueroa St, Los Angeles, CA 90071"",""Pool, Free WiFi, Pet friendly, Gym"",787,982"
"San Diego,Los Angeles,2024-03-02,2024-03-07,104,""The Westin Bonaventure Hotel & Suites, Los Angeles"",4,""404 S Figueroa St, Los Angeles, CA 90071"",""Gym, Airport Shuttle"",219,323"
"San Diego,Los Angeles,2024-03-02,2024-03-08,104,The LINE Hotel,4,""3515 Wilshire Blvd, Los Angeles, CA 90010"",""Free WiFi, Free Breakfast, Hot tub"",275,379"
"San Diego,Los Angeles,2024-03-02,2024-03-04,104,""The Ritz-Carlton, Los Angeles"",5,""900 W Olympic Blvd, Los Angeles, CA 90015"",""Parking, Fitness, Kitchen/Kitchenette, Hot tub, Free Breakfast"",2002,2106"
"San Diego,Los Angeles,2024-03-02,2024-03-06,104,""The Westin Bonaventure Hotel & Suites, Los Angeles"",5,""404 S Figueroa St, Los Angeles, CA 90071"",""Pool, Free WiFi, Pet friendly, Gym"",787,891"
"San Francisco,Los Angeles,2024-03-02,2024-03-04,62,""The Westin Bonaventure Hotel & Suites, Los Angeles"",4,""404 S Figueroa St, Los Angeles, CA 90071"",""Gym, Airport Shuttle"",219,281"
"San Francisco,Los Angeles,2024-03-02,2024-03-08,62,The LINE Hotel,4,""3515 Wilshire Blvd, Los Angeles, CA 90010"",""Free WiFi, Free Breakfast, Hot tub"",275,337"
"San Francisco,Los Angeles,2024-03-02,2024-03-08,62,""The Ritz-Carlton, Los Angeles"",5,""900 W Olympic Blvd, Los Angeles, CA 90015"",""Parking, Fitness, Kitchen/Kitchenette, Hot tub, Free Breakfast"",2002,2064"
"San Francisco,Los Angeles,2024-03-02,2024-03-04,62,""The Westin Bonaventure Hotel & Suites, Los Angeles"",5,""404 S Figueroa St, Los Angeles, CA 90071"",""Pool, Free WiFi, Pet friendly, Gym"",787,849"
"Seattle,Los Angeles,2024-03-02,2024-03-08,116,""The Westin Bonaventure Hotel & Suites, Los Angeles"",4,""404 S Figueroa St, Los Angeles, CA 90071"",""Gym, Airport Shuttle"",219,335"
"Seattle,Los Angeles,2024-03-02,2024-03-06,116,The LINE Hotel,4,""3515 Wilshire Blvd, Los Angeles, CA 90010"",""Free WiFi, Free Breakfast, Hot tub"",275,391"
"Seattle,Los Angeles,2024-03-02,2024-03-04,116,""The Ritz-Carlton, Los Angeles"",5,""900 W Olympic Blvd, Los Angeles, CA 90015"",""Parking, Fitness, Kitchen/Kitchenette, Hot tub, Free Breakfast"",2002,2118"
"Seattle,Los Angeles,2024-03-02,2024-03-09,116,""The Westin Bonaventure Hotel & Suites, Los Angeles"",5,""404 S Figueroa St, Los Angeles, CA 90071"",""Pool, Free WiFi, Pet friendly, Gym"",787,903"
"Chicago,San Francisco,2024-03-02,2024-03-05,154,The St. Regis San Francisco,4,""125 3rd St, San Francisco, CA 94103"",""Pool, Fitness"",209,363"
"Chicago,San Francisco,2024-03-02,2024-03-07,154,The St. Regis San Francisco,4,""125 3rd St, San Francisco, CA 94103"",Kitchen/Kitchenette,224,378"
"Chicago,San Francisco,2024-03-02,2024-03-03,154,Fairmont San Francisco,5,""950 Mason St, San Francisco, CA 94108"",""Free Breakfast, Airport Shuttle, Pool, Free WiFi, Gym"",1152,1306"
"Chicago,San Francisco,2024-03-02,2024-03-05,154,InterContinental San Francisco,5,""888 Howard St, San Francisco, CA 94103"",""Gym, Kitchen/Kitchenette, Pet friendly, Fitness, Free WiFi"",1325,1479"
"Los Angeles,San Francisco,2024-03-02,2024-03-05,75,The St. Regis San Francisco,4,""125 3rd St, San Francisco, CA 94103"",""Pool, Fitness"",209,284"
"Los Angeles,San Francisco,2024-03-02,2024-03-04,75,The St. Regis San Francisco,4,""125 3rd St, San Francisco, CA 94103"",Kitchen/Kitchenette,224,299"
"Los Angeles,San Francisco,2024-03-02,2024-03-08,75,Fairmont San Francisco,5,""950 Mason St, San Francisco, CA 94108"",""Free Breakfast, Airport Shuttle, Pool, Free WiFi, Gym"",1152,1227"
"Los Angeles,San Francisco,2024-03-02,2024-03-07,75,InterContinental San Francisco,5,""888 Howard St, San Francisco, CA 94103"",""Gym, Kitchen/Kitchenette, Pet friendly, Fitness, Free WiFi"",1325,1400"
"NYC,San Francisco,2024-03-02,2024-03-04,136,The St. Regis San Francisco,4,""125 3rd St, San Francisco, CA 94103"",""Pool, Fitness"",209,345"
"NYC,San Francisco,2024-03-02,2024-03-07,136,The St. Regis San Francisco,4,""125 3rd St, San Francisco, CA 94103"",Kitchen/Kitchenette,224,360"
"NYC,San Francisco,2024-03-02,2024-03-07,136,Fairmont San Francisco,5,""950 Mason St, San Francisco, CA 94108"",""Free Breakfast, Airport Shuttle, Pool, Free WiFi, Gym"",1152,1288"
"NYC,San Francisco,2024-03-02,2024-03-06,136,InterContinental San Francisco,5,""888 Howard St, San Francisco, CA 94103"",""Gym, Kitchen/Kitchenette, Pet friendly, Fitness, Free WiFi"",1325,1461"
"San Diego,San Francisco,2024-03-02,2024-03-03,146,The St. Regis San Francisco,4,""125 3rd St, San Francisco, CA 94103"",""Pool, Fitness"",209,355"
"San Diego,San Francisco,2024-03-02,2024-03-04,146,The St. Regis San Francisco,4,""125 3rd St, San Francisco, CA 94103"",Kitchen/Kitchenette,224,370"
"San Diego,San Francisco,2024-03-02,2024-03-04,146,Fairmont San Francisco,5,""950 Mason St, San Francisco, CA 94108"",""Free Breakfast, Airport Shuttle, Pool, Free WiFi, Gym"",1152,1298"
"San Diego,San Francisco,2024-03-02,2024-03-04,146,InterContinental San Francisco,5,""888 Howard St, San Francisco, CA 94103"",""Gym, Kitchen/Kitchenette, Pet friendly, Fitness, Free WiFi"",1325,1471"
"Seattle,San Francisco,2024-03-02,2024-03-05,220,The St. Regis San Francisco,4,""125 3rd St, San Francisco, CA 94103"",""Pool, Fitness"",209,429"
"Seattle,San Francisco,2024-03-02,2024-03-08,220,The St. Regis San Francisco,4,""125 3rd St, San Francisco, CA 94103"",Kitchen/Kitchenette,224,444"
"Seattle,San Francisco,2024-03-02,2024-03-07,220,Fairmont San Francisco,5,""950 Mason St, San Francisco, CA 94108"",""Free Breakfast, Airport Shuttle, Pool, Free WiFi, Gym"",1152,1372"
"Seattle,San Francisco,2024-03-02,2024-03-05,220,InterContinental San Francisco,5,""888 Howard St, San Francisco, CA 94103"",""Gym, Kitchen/Kitchenette, Pet friendly, Fitness, Free WiFi"",1325,1545"
"Chicago,NYC,2024-03-02,2024-03-08,172,""The Langham, New York, Fifth Avenue"",4,""400 5th Ave, New York, NY 10018"",""Free Breakfast, Free WiFi, Fitness"",282,454"
"Chicago,NYC,2024-03-02,2024-03-09,172,Four Seasons Hotel New York Downtown,4,""27 Barclay St, New York, NY 10007"",""Parking, Airport Shuttle"",406,578"
"Chicago,NYC,2024-03-02,2024-03-06,172,""The Ritz-Carlton New York, Central Park"",5,""50 Central Park S, New York, NY 10019"",""Hot tub, Gym, Airport Shuttle, Free WiFi"",1937,2109"
"Chicago,NYC,2024-03-02,2024-03-06,172,""The Ritz-Carlton New York, Central Park"",5,""50 Central Park S, New York, NY 10019"",""Kitchen/Kitchenette, Fitness, Hot tub"",451,623"
"Los Angeles,NYC,2024-03-02,2024-03-06,231,""The Langham, New York, Fifth Avenue"",4,""400 5th Ave, New York, NY 10018"",""Free Breakfast, Free WiFi, Fitness"",282,513"
"Los Angeles,NYC,2024-03-02,2024-03-05,231,Four Seasons Hotel New York Downtown,4,""27 Barclay St, New York, NY 10007"",""Parking, Airport Shuttle"",406,637"
"Los Angeles,NYC,2024-03-02,2024-03-06,231,""The Ritz-Carlton New York, Central Park"",5,""50 Central Park S, New York, NY 10019"",""Hot tub, Gym, Airport Shuttle, Free WiFi"",1937,2168"
"Los Angeles,NYC,2024-03-02,2024-03-08,231,""The Ritz-Carlton New York, Central Park"",5,""50 Central Park S, New York, NY 10019"",""Kitchen/Kitchenette, Fitness, Hot tub"",451,682"
"San Diego,NYC,2024-03-02,2024-03-08,189,""The Langham, New York, Fifth Avenue"",4,""400 5th Ave, New York, NY 10018"",""Free Breakfast, Free WiFi, Fitness"",282,471"
"San Diego,NYC,2024-03-02,2024-03-08,189,Four Seasons Hotel New York Downtown,4,""27 Barclay St, New York, NY 10007"",""Parking, Airport Shuttle"",406,595"
"San Diego,NYC,2024-03-02,2024-03-09,189,""The Ritz-Carlton New York, Central Park"",5,""50 Central Park S, New York, NY 10019"",""Hot tub, Gym, Airport Shuttle, Free WiFi"",1937,2126"
"San Diego,NYC,2024-03-02,2024-03-09,189,""The Ritz-Carlton New York, Central Park"",5,""50 Central Park S, New York, NY 10019"",""Kitchen/Kitchenette, Fitness, Hot tub"",451,640"
"San Francisco,NYC,2024-03-02,2024-03-09,109,""The Langham, New York, Fifth Avenue"",4,""400 5th Ave, New York, NY 10018"",""Free Breakfast, Free WiFi, Fitness"",282,391"
"San Francisco,NYC,2024-03-02,2024-03-04,109,Four Seasons Hotel New York Downtown,4,""27 Barclay St, New York, NY 10007"",""Parking, Airport Shuttle"",406,515"
"San Francisco,NYC,2024-03-02,2024-03-05,109,""The Ritz-Carlton New York, Central Park"",5,""50 Central Park S, New York, NY 10019"",""Hot tub, Gym, Airport Shuttle, Free WiFi"",1937,2046"
"San Francisco,NYC,2024-03-02,2024-03-07,109,""The Ritz-Carlton New York, Central Park"",5,""50 Central Park S, New York, NY 10019"",""Kitchen/Kitchenette, Fitness, Hot tub"",451,560"
"Seattle,NYC,2024-03-02,2024-03-07,250,""The Langham, New York, Fifth Avenue"",4,""400 5th Ave, New York, NY 10018"",""Free Breakfast, Free WiFi, Fitness"",282,532"
"Seattle,NYC,2024-03-02,2024-03-06,250,Four Seasons Hotel New York Downtown,4,""27 Barclay St, New York, NY 10007"",""Parking, Airport Shuttle"",406,656"
"Seattle,NYC,2024-03-02,2024-03-03,250,""The Ritz-Carlton New York, Central Park"",5,""50 Central Park S, New York, NY 10019"",""Hot tub, Gym, Airport Shuttle, Free WiFi"",1937,2187"
"Seattle,NYC,2024-03-02,2024-03-09,250,""The Ritz-Carlton New York, Central Park"",5,""50 Central Park S, New York, NY 10019"",""Kitchen/Kitchenette, Fitness, Hot tub"",451,701"
"Los Angeles,Chicago,2024-03-02,2024-03-07,98,Park Hyatt Chicago,4,""800 N Michigan Ave, Chicago, IL 60611"",""Fitness, Airport Shuttle, Parking"",188,286"
"Los Angeles,Chicago,2024-03-02,2024-03-09,98,Park Hyatt Chicago,4,""800 N Michigan Ave, Chicago, IL 60611"",Parking,205,303"
"Los Angeles,Chicago,2024-03-02,2024-03-04,98,Trump International Hotel & Tower Chicago,5,""401 N Wabash Ave, Chicago, IL 60611"",""Free Breakfast, Kitchen/Kitchenette, Parking, Free WiFi, Pet friendly"",1369,1467"
"Los Angeles,Chicago,2024-03-02,2024-03-08,98,The Peninsula Chicago,5,""108 E Superior St, Chicago, IL 60611"",""Gym, Fitness, Kitchen/Kitchenette, Pet friendly, Free WiFi"",1317,1415"
"NYC,Chicago,2024-03-02,2024-03-03,168,Park Hyatt Chicago,4,""800 N Michigan Ave, Chicago, IL 60611"",""Fitness, Airport Shuttle, Parking"",188,356"
"NYC,Chicago,2024-03-02,2024-03-03,168,Park Hyatt Chicago,4,""800 N Michigan Ave, Chicago, IL 60611"",Parking,205,373"
"NYC,Chicago,2024-03-02,2024-03-06,168,Trump International Hotel & Tower Chicago,5,""401 N Wabash Ave, Chicago, IL 60611"",""Free Breakfast, Kitchen/Kitchenette, Parking, Free WiFi, Pet friendly"",1369,1537"
"NYC,Chicago,2024-03-02,2024-03-07,168,The Peninsula Chicago,5,""108 E Superior St, Chicago, IL 60611"",""Gym, Fitness, Kitchen/Kitchenette, Pet friendly, Free WiFi"",1317,1485"
"San Diego,Chicago,2024-03-02,2024-03-08,211,Park Hyatt Chicago,4,""800 N Michigan Ave, Chicago, IL 60611"",""Fitness, Airport Shuttle, Parking"",188,399"
"San Diego,Chicago,2024-03-02,2024-03-05,211,Park Hyatt Chicago,4,""800 N Michigan Ave, Chicago, IL 60611"",Parking,205,416"
"San Diego,Chicago,2024-03-02,2024-03-08,211,Trump International Hotel & Tower Chicago,5,""401 N Wabash Ave, Chicago, IL 60611"",""Free Breakfast, Kitchen/Kitchenette, Parking, Free WiFi, Pet friendly"",1369,1580"
"San Diego,Chicago,2024-03-02,2024-03-09,211,The Peninsula Chicago,5,""108 E Superior St, Chicago, IL 60611"",""Gym, Fitness, Kitchen/Kitchenette, Pet friendly, Free WiFi"",1317,1528"
"San Francisco,Chicago,2024-03-02,2024-03-03,110,Park Hyatt Chicago,4,""800 N Michigan Ave, Chicago, IL 60611"",""Fitness, Airport Shuttle, Parking"",188,298"
"San Francisco,Chicago,2024-03-02,2024-03-07,110,Park Hyatt Chicago,4,""800 N Michigan Ave, Chicago, IL 60611"",Parking,205,315"
"San Francisco,Chicago,2024-03-02,2024-03-07,110,Trump International Hotel & Tower Chicago,5,""401 N Wabash Ave, Chicago, IL 60611"",""Free Breakfast, Kitchen/Kitchenette, Parking, Free WiFi, Pet friendly"",1369,1479"
"San Francisco,Chicago,2024-03-02,2024-03-05,110,The Peninsula Chicago,5,""108 E Superior St, Chicago, IL 60611"",""Gym, Fitness, Kitchen/Kitchenette, Pet friendly, Free WiFi"",1317,1427"
